theme,title,text
science,россия предложит альтернативный итэр проект термоядерного реактора,"ученые института ядерной физики со ран планируют разработать и предложить к реализации другим странам мира альтернативный, более привлекательный международному термоядерному экспериментальному реактору (итэр) в коммерческом отношении проект, сообщил риа новости замдиректора ияф по научной работе александр иванов. итэр строится во франции совместно евросоюзом, россией, китаем, индией, японией, южной кореей и сша. в основе создаваемого реактора лежит использование термоядерной системы токамак – установки для магнитного удержания плазмы, имеющей вид кольца. это будет первая крупномасштабная попытка использовать для получения электроэнергии термоядерную реакцию, происходящую, в частности, на солнце. в случае успеха это даст человечеству практически неисчерпаемый источник энергии. иванов сообщил, что ияф разрабатывает новую схему удержания термоядерной плазмы с помощью открытых ловушек. речь, по его словам идет о том, чтобы создать задел для сооружения в институте в новосибирске установки с условным названием гдмл (газодинамической ловушки), которая станет последним шагом перед созданием демонстрационного реактора, способного быть коммерчески успешным, то есть тиражируемым проектом для получения электроэнергии. ""совершенно очевидно, что эта установка – mega-science. в этом смысле, я думаю, что сооружение должно вестись в коллаборации с другими странами. пока мы занимаемся тем, что создаем технический и научный базис для ее сооружения. вообще, есть планы по созданию полного проекта"", — сказал ученый, отметив, что большой интерес к созданию такой установки проявляют в японии, сша и китае."
science,рогозин: автономные испытания пусковых объектов продолжат на восточном,"автономные испытания пусковых объектов возобновлены в субботу на космодроме восточный, сообщил вице-премьер рф дмитрий рогозин. "
science,премии совета раввинов европы получат в лондоне лучшие it-проекты,"создатели сервисов, мобильных приложений или сайтов, которые изменяют мир и жизнь людей к лучшему, получат 10 января в лондоне премии совета раввинов европы (сре), сообщили риа новости пресс-службе сре. по ее словам, денежное вознаграждение победителя составит 26 тысяч евро, а два обладателя поощрительных призов получат по 18 тысяч евро. в конкурсе могут принимать участие не только евреи, но и представители других национальностей, однако все проекты должны соответствовать еврейскому принципу ""тикун олам"" — исправлению мира. всего на рассмотрение совета раввинов европы было предложено более 150 проектов. ""мы не смотрим на уровень дохода и существующий успех компании участника, не смотрим на его национальность и вероисповедание, мы принимаем заявки как из европы, так и из израиля и россии. единственное и главное, на что мы ставим акцент —  количество добра, которое идея может привнести в мир"",  – отметил глава жюри конкурса, президент сре, главный раввин москвы пинхас гольдшмидт. финалистами в нынешнем году стали три проекта: обучающая программа jewish interactive, созданная для интерактивного обучения детей еврейской истории и традиции, мобильное приложение для больных боковым амиотрофическим склерозом и мобильное приложение rize, которые позволяет пользователям контролировать свое психическое здоровье."
science,ученые: генная терапия остановила дистрофию мускулов у мыши,"генетики из сша использовали универсальный генетический редактор crispr/cas9 для того, чтобы излечить взрослую мышь от тяжелой генетической болезни – мускульной дистрофии дюшенна, что открывает дорогу для создания лекарств от этого расстройства, говорится в статьях, опубликованных в журнале science. ""дискуссии вокруг crispr и эмбрионов совершенно правильно вызвали опасения по поводу этических последствий таких экспериментов. но с другой стороны, использование crispr для исправления генетических ошибок в тканях тела пациента не является предметом таких споров. исследования, подобные нашему, показывают, что это можно сделать"", — заявил чарльз герcбах (charles gersbach) из университета дьюка в дареме (сша). герсбах и его коллеги, а также две других группы генетиков из гарварда и университета техаса, отчитались о первом успешном использовании технологии crispr/cas9 и особых ретровирусных генных терапий для лечения врожденной дистрофии мускулов, вызванной повреждением в гене, отвечающей за синтез белка дистрофина. данный белок, как объясняют ученые, отвечает за прикрепление мускульных волокон к соединительной ткани, защищает их от перегрузки и управляет ростом мышц во время формирования зародыша и после рождения ребенка. в редких случаях, в среднем один раз на 3600 новорожденных мальчиков, ген, отвечающий за сборку молекул дистрофина, повреждается, и у ребенка развивается тяжелая форма мускульной дистрофии, которая может привести к смерти.  "
science,"ученый из мгу с коллегами создал чип, заменяющий лазерную установку","""для получения таких гребенок использовались лазеры с синхронизацией мод. при этой методике лазер излучает свет не одной частоты, как это принято думать о лазерах, а сразу несколько ""мод"" – световых лучей с кратными частотами. если эти моды синхронизировать, то есть сделать так, чтобы их фазы были жестко связаны между собой, то в результате интерференции этих мод непрерывный луч лазера превратится в последовательность импульсов со спектром ""гребенки"", — пояснили в пресс-службе вуза. для создания таких гребенок физики мгу и российского квантового центра предложили использовать ""солитоны"", то есть компактно упакованные волны, своеобразные электромагнитные цунами, которые ведут себя, как частицы."
science,"северный полюс прогрелся до плюсовой температуры из-за шторма ""фрэнк""","шторм ""фрэнк"", бушующий у берегов великобритании, стал причиной резкого подъема температуры на северном полюсе выше ноля, сообщает газета telegraph. как пишет издание, в среду на северном полюсе была зарегистрирована температура +1°c, что стало беспрецедентным случаем для данного региона, где обычно в это время года температура близка к —30°c.  как сообщает издание, наземных инструментов по измерению температуры на северном полюсе нет, так как большую часть года этот регион находится во льдах. однако метеорологи считают, что столбик термометра в действительности мог подняться до плюсовой температуры, так как шторм ""фрэнк"", спровоцировавший ливни и сильные ветра в британии, отбросил поток теплого тропического воздуха, который дошел до северного полюса и вызвал краткое аномальное повышение температуры. сильные дожди и шторма продолжаются на северо-западе англии с начала декабря. в первые дни месяца из-за стихии энергоснабжения лишились 60 тысяч домов, а из поселка эплби были эвакуированы около тысячи жителей. в минувшие праздничные дни на регион обрушился новый шторм, он привел к отключению электричества в семи тысячах домов и подтоплениям в поселках и городах в графстве камбрия."
science,ученые подтвердили эффективность ботокса в работе геля от морщин,"биологи из турции подтвердили, что добавление ботокса в гель от морщин, который вводится в кожу лица, позволяет заметно продлить его работу и уменьшить затраты на косметические процедуры, говорится в статье в журнале plastic & reconstructive surgery. сегодня среди косметологов, пластических хирургов и женщин набирают популярность различные крема и гели на основе гиалуроновой кислоты и коллагена, белка соединительной ткани. подобные препараты, которые часто вводятся в кожу путем инъекций, разглаживают морщины, заполняя пустоты между складками кожи. у всех них, как объясняет исмаил кючюкер (ismail küçüker) из университета 19 мая в самсуне (турция), есть один большой недостаток – полимерные нити гиалуроновой кислоты, коллагена и других наполнителей, используемых в таких кремах и гелях, быстро рассасываются организмом, и их эффект исчезает через 4-6 месяцев после их нанесения. по этой причине некоторые медики иногда используют ботокс – токсин ботулиновых бактерий clostridium botulinum, парализующий мышцы лица и, как утверждают адепты подобных косметических процедур, замедляющий процесс рассасывания биополимерного геля. авторы статьи проверили, действительно ли ботокс работает таким образом или нет, используя кроликов. "
science,"ркк ""энергия"" проведет эксперимент по беспроводной передаче энергии","ракетно-космическая корпорации (ркк) ""энергия"" планирует провести полномасштабный демонстрационный эксперимент по беспроводной передаче энергии в первом квартале 2016 года, говорится в сообщении компании со ссылкой на президента корпорации владимира солнцева. ранее сообщалось, что на базе ркк ""энергия"" уже подготовлена трасса для отработки системы наведения лазерного луча, с помощью которого планируется передавать энергию на расстояние. в случае успешного проведения наземного эксперимента планируется провести соответствующие испытания и на орбите. ""ркк ""энергия"" создает систему беспроводной передачи энергии. проведение полномасштабного демонстрационного эксперимента планируется в первом полугодии наступающего года"", — отмечается в сообщении. отмечается, что корпорация продолжает работать над созданием автоматических аппаратов нового поколения, новых модулей для международной космической станции (мкс). кроме того, компания продолжает модернизировать разгонные блоки тяжелого класса для ракет-носителей ""ангара"" и ""протон-м"". как считают исследователи, возможность передачи электроэнергии от космических аппаратов мощными энергетическими установками на другие космические аппараты, на которых будут установлены приемники-преобразователи, открывает новые горизонты в освоении космоса."
science,сигналы инопланетян помогут ученым проверить теорию относительности,"загадочные frb-радиовспышки, которые некоторые люди считают ""сигналами инопланетян"", можно использовать для проверки теории относительности эйнштейна с точностью, более чем в 100 раз превышающую все существующие методики ее подтверждения, говорится  в статье, опубликованной в журнале physical review letters. впервые о существовании таинственных вспышек радио-излучения (fast radio-burst, frb) астрономы заговорили в 2007 году, когда они были случайно открыты во время наблюдений за радио-пульсарами при помощи телескопа паркс (австралия). в последующие годы ученым удалось найти следы еще девяти подобных всплесков, сравнение которых показало, что они могут носить искусственное происхождение и даже потенциально быть сигналами внеземных цивилизаций из-за необъяснимой периодичности в их структуре. в апреле текущего года ученые доказали, что frb-всплески рождаются в космосе, а не на земле, что сделало их еще более загадочными. в декабре астрофизики выяснили, наблюдая за одной из последних таких вспышек, что они возникают в недрах далеких нейтронных звезд в ходе ""звездотрясений"" или внезапного ""схлопывания"" нейтронной звезды в черную дыру или целого ряда других процессов на компактных объектах. "
science,"опрос: в сша считают, что свободой можно жертвовать ради безопасности","масштабный социальный опрос, проведенный центром norc информагентства ap, показал, что большинство американцев считает, что правительство имеет права временно ограничивать свободы граждан ради их защиты от терроризма и обеспечения их безопасности, говорится в докладе центра, опубликованном на его сайте. ""после терактов в париже и взрыва в мечети в калифорнии, представления отдельных граждан о том, как терроризм может затронуть их жизнь, заметно изменились. к примеру, примерно 20 процентов американцев крайне сильно обеспокоены тем, что они или их близкие могут стать жертвами террористической атаки, что в два раза больше, чем в 2013 году. эти опасения касаются не только исламистов, но и местных террористов"", — заявил тревор томпсон (trevor tompson), директор центра. центр norc провел в декабре масштабное национальное социальное исследование, в рамках которого специалисты организации оценили то, как изменилось отношение американцев по отношению к patriot act и другим мерам по ограничению свобод на свободу слова и иные свободы, которые правительство сша принимало в последние годы в связи с усилением террористической угрозы. как оказалось, появление и рост иг (террористической организации, запрещенной в россии), теракты в париже, на синае, в калифорнии в прочих уголках мира заметно поменяли то, как простые американцы смотрят на дилемму между свободой и безопасностью. к примеру, в целом свыше 54% жителей сша считает, что свободами можно жертвовать ради безопасности, и лишь 25% полагает, что свободы превыше жизни и безопасности отдельных граждан во всех мыслимых случаях. примерно треть считает, что и то и другое одинаково равны друг другу. "
science,зонд dawn передал на землю самые детальные снимки поверхности цереры,"dawn передал на землю новые фотографии поверхности цереры рекордного разрешения, полученные после неожиданной коррекции орбиты и снижения зонда на высоту в 380 километров от поверхности карликовой планеты, передает наса. в первых числах декабря зонд dawn завершил последний цикл снижения, в ходе которого он опустился с высоты в 1,47 тысячи километров до всего 385 километров от поверхности цереры. на этот процесс, благодаря низкой мощности ионного двигателя и тому, что ученые хотели, чтобы зонд смотрел на ""солнечную"" сторону карликовой планеты, ушло около шести недель, и только сейчас dawn начал передавать первые фотографии и данные со своего последнего пристанища. одним из первых таких снимков стала фотография одного из регионов цереры в окрестностях ее южного полюса, которая сейчас пока еще освещается солнцем, несмотря на скорое наступление ""зимы"" в южном полушарии карликовой планеты. светило в этой точке, как и в приполярных регионах земли, почти никогда не поднимается над линией горизонта, что создает удивительные контрасты светлых и темных пятен на поверхности цереры.  американский зонд dawn, запущенный наса в конце сентября 2007 года, стал первым космическим аппаратом, который, изучив одно небесное тело — весту, один из крупнейших астероидов, сошел с ее орбиты спустя год и направился к другому — церере, самой близкой к земле карликовой планете. dawn успешно достиг своей цели 6 марта текущего года в 16 часов 36 минут по москве и приступил к изучению поверхности и недр цереры, что продолжится около 16 месяцев. он первым ""увидит"" карликовую планету так близко. изучение обеих крупнейших протопланет, считают ученые, поможет им определить, каким образом формировались планеты в ""молодой"" солнечной системе."
science,японский riken признан создателем  113-го элемента таблицы менделеева,"ученые из японского института riken признаны создателями 113-го элемента таблицы менделеева, который, скорее всего, будет назван ""японием"". соответствующее заявление было сделано в четверг министерством образования, культуры, спорта, науки и технологий японии, сообщило агентство киодо. создатели элемента в случае официального признания имеют право дать ему название. скорее всего, 113-й элемент будет назван ""японием"". он станет первым ""японским"" элементом в таблице менделеева. в сентябре 2004 года японские ученые во главе с косукэ моритой синтезировали 113-й элемент, разогнав на ускорителе и столкнув цинк-30 и висмут-83. в результате им удалось зафиксировать три цепочки распада, соответствующие событию рождения 113-го элемента в 2004, 2005 и 2012 годах. в свою очередь, в феврале 2004 года в дубне российско-американская группа ученых объявила о создании 113-го элемента в процессе синтеза 115-го элемента и предложила назвать его беккерелием. однако международный союз теоретической и прикладной химии (iupac) посчитал недостаточными доказательства того, что был создан именно 113-й элемент. в природе не существует элементов тяжелее урана, то есть с атомными номерами (числом протонов в ядре атома) больше 92. их получают путем искусственного синтеза."
science,ученые: рыбий жир может продлить жизнь людям с рассеянным склерозом,"употребление больших доз витамина d может заставить иммунную систему перестать атаковать нервные клетки людей, страдающих от рассеянного склероза, что заметно замедлит ход развития этой пока неизлечимой болезни и появление осложнений, заявляют ученые в статье, опубликованной в журнале neurology. ""подобные результаты стали крайне приятными для нас, так как у витамина d теперь есть шанс стать дешевым, безопасным и удобным средством борьбы с последствиями развития рассеянного склероза. конечно, нам необходимы повторные эксперименты на более крупных группах добровольцев, и пока мы не понимаем, почему это происходит, однако даже такие результаты крайне обнадеживают нас"", — заявил питер калабреси (peter calabresi) из университета джона гопкинса в балтиморе (сша). калабреси и его коллеги пришли к такому неожиданному выводу, пытаясь понять, почему низкий уровень витамина d в организме часто ассоциируется с повышенным риском стать жертвой рассеянного склероза – необычного состояния организма, при наступлении которого иммунные клетки начинают атаковать нейроны в мозге. при рассеянном склерозе иммунная система разрушает миелин, из которого состоит изолирующая оболочка нервных волокон. без миелина нервы хуже проводят сигнал и начинают ""замыкать"", что приводит к разным последствиям от легкого онемения конечностей до паралича или слепоты. существующие методы лечения рассеянного склероза подавляют иммунную систему пациента, делая его уязвимым для инфекций. "
science,экипаж мкс поздравил россиян с новым годом и рождеством,"российские члены экипажа международной космической станции (мкс) юрий маленченко, михаил корниенко и сергей волков поздравили с орбиты россиян с наступающим новым годом и рождеством, сообщает госкорпорация ""роскосмос"". ""поздравляем вас с новым годом и рождеством! наступление нового года — самый любимый и самый долгожданный праздник!"" — сказал маленченко. видеозапись поздравления опубликована на сайте ""роскосмоса"". ""каждый год с детства мы ждем снега, елки, подарков. с боем кремлевских курантов все мы загадываем желание. и мечтаем, чтобы оно обязательно сбылось! мы верим в хорошее. верим в будущее. верим в страну и верим в себя! и работая здесь, на высоте нескольких сотен километров над нашей планетой, мы с вами — душой и сердцем!"" — добавил корниенко. ""мы с вами, с самыми близкими и любимыми, и со всей россией! мы знаем — все будет хорошо! желаем вам здоровья и радости, счастья и удачи! дорогие друзья! с новым годом! с новым счастьем!"" — сказал волков. пилотируемый корабль ""союз-тма19м"" 15 декабря доставил на мкс новый экипаж в составе юрия маленченко (роскосмос), тимоти копра (наса), а также тимоти пика (европейское космическое агентство). на борту станции их ожидали михаил корниенко и сергей волков (роскосмос) и скотт келли (nasa). "
science,"""роскосмос"" получил снимки резиденции деда мороза в великом устюге","российский зонд ""ресурс-п"" получил уникальные фотографии той части великого устюга, где находится официальная резиденция деда мороза, откуда он отправился в путешествие по россии в минувший понедельник, сообщает пресс-служба роскосмоса. данные фотографии были получены в два разных периода времени – во время осени, когда резиденция была еще окружена растительностью, и в декабре, когда на территории великого устюга наступила зима. дед мороз из великого устюга ежегодно совершает новогоднее путешествие по городам россии и ряда зарубежных стран. в этом году он посетит более 40 городов.  за последние две тысячи лет дед мороз не раз представал в разных образах: сначала в облике восточнославянского духа холода трескуна, затем как персонаж старинных сказок морозко, в более поздних версиях — мороз иванович и мороз елкич. на страницах книг дед мороз впервые появился в 1840 году, когда были опубликованы ""детские сказки дедушки иринея"" владимира одоевского. зимний кудесник был назван морозом ивановичем. в 1920-е годы ссср вступил на путь борьбы с ""религиозными предрассудками"", новый год вновь стал вновь отмечаться лишь в 1936 году."
science,"роскосмос: спутник ""ресурс-п"" №3 доставили на байконур","космический аппарат дистанционного зондирования земли (дзз) ""ресурс-п"" №3 доставили на космодром байконур в казахстане, сообщила в среду госкорпорация ""роскосмос"". запуск спутника ""ресурс-п"" №3 запланирован на март 2016 года. на орбиту космический аппарат доставит ракета-носитель ""союз-2.1б"". ""на космодром байконур доставлен космический аппарат дистанционного зондирования земли ""ресурс-п"" №3. специалисты ао ""ркц ""прогресс"" приступили к работам по выгрузке космического аппарата для проведения заключительного этапа электрорадиотехнических испытаний и последующей предстартовой подготовки"", — говорится в сообщении. космический аппарат дистанционного зондирования земли ""ресурс-п"" №3 пополнит орбитальную группировку гражданских средств дзз c детальным уровнем разрешения. ранее на орбиту были успешно выведены космические аппараты ""ресурс-дк"" (июнь 2006 года), ""ресурс-п"" №1 (июнь 2013 года) и ""ресурс-п"" №2 (декабрь 2014 года). информация, получаемая со спутников ""ресурс-п"", используется для обеспечения рациональной деятельности в сельской, лесной, водной и других отраслях хозяйства, а также мониторинга районов чрезвычайных ситуаций. кроме того, спутники полезны для составления и обновления общегеографических, тематических и топографических карт, контроля загрязнения и деградации окружающей среды, информационного обеспечения для поиска нефти и других месторождений полезных ископаемых. на основании гиперспектральных снимков, сделанных спутниками, можно определить зрелость пшеницы, активность микрофлоры в водоеме, степень засоленности почвы и так далее."
science,"летные испытания ракет-носителей ""союз-2.1а"" и ""союз-2.1б"" завершены","госкомиссия приняла решение об окончании летных испытаний ракет-носителей ""союз-2.1а"" и ""союз-2.1б"" с разгонными блоками ""фрегат"" и передачи их в штатную эксплуатацию минобороны и роскосмосу, сообщили в среду в управлении пресс-службы и информации военного ведомства. ""летные испытания ракет-носителей ""союз-2"" этапов 1а и 1б завершены. такое решение было принято государственной комиссией по проведению летных испытаний средств выведения космических аппаратов. по итогам заседания госкомиссии результаты летных испытаний комплекса ракеты-носителя ""союз-2"" этапов 1а и 1б признаны положительными, а программа летных испытаний выполненной в полном объеме"", — говорится в сообщении. госкомиссия также приняла положительное решение о завершении летных испытаний комплекса разгонного блока ""фрегат"" производства фгуп ""научно-производственное объединение имени лавочкина"". ""государственной комиссией принято решение о подготовке документов для передачи комплексов ракеты-носителя ""союз-2"" этапов 1а и 1б и разгонного блока ""фрегат"" в штатную эксплуатацию министерству обороны рф и федеральному космическому агентству"", — добавили в минобороны."
science,археологи нашли шлемы бояр времен ивана грозного в районе звенигорода,"ученые из института археологии ран обнаружили в окрестностях звенигорода частный арсенал времен ивана грозного, в котором сохранились шлемы, фрагменты кольчуг и многие другие образцы вооружений времен конца 16 века, сообщает пресс-служба заведения. ""подобных находок в подмосковье не было даже в городах, не говоря уже о селищах. если бы не были проведены спасательные раскопки при строительстве цкад, все бы погибло"", — заявила ася энговатова, заместитель директора института археологии. как рассказывают ученые, во времена ивана грозного и бориса годунова на этом месте находилось село игнатьевское, вотчина боярского рода добрынских. представители этого рода входили в ""избранную тысячу"" – элитный ""офицерский"" корпус поместного войска ивана грозного, который был создан в октябре 1550 года. ""избранная тысяча"" стала высшим разрядом дворянства, составив основные командные кадры русского войска. во время раскопок было обнаружено около 60 оснований строений, в подвале одного из которых был найден арсенал. здесь хранились в кожаных чехлах шлемы, фрагменты кольчуг, детали ножен сабель, боевые пояса, стрелы. "
science,биологи нашли второй вид заразного рака среди тасманийских дьяволов,"популяция тасманийских дьяволов стремительно вымирает не только из-за заразного рака dftd, но и недавно появившейся новой формы этой болезни, что может потенциально ускорить исчезновение этих необычных сумчатых животных, говорится в статье, опубликованной в журнале proceedings of the national academy of sciences. в середине 1990 годов среди тасманийских дьяволов распространилась причудливая болезнь dftd, возбудителем которой выступали раковые клетки, поражавшие морду животного. в 2007 году ученые поймали в западной части острова дьявола по кличке седрик, который предположительно обладал иммунитетом к раку-""убийце"" на генетическом уровне. однако в 2010 году заболевшего седрика пришлось умертвить. генетический анализ, проведенный в 2013 году группой генетиков во главе с элизабет мерчисон из университета тасмании (австралия), показал, что все современные линии dftd происходят от единственного штамма раковых клеток, зародившихся в теле одного из дьяволов в начале 1990 годов. по всей видимости, эта особь была самкой, на что указывает две ""женских"" х-хромосомы в геноме раковых клеток. в своей новой работе мерчисон и ее коллеги проанализировали новые образцы опухолей, удаленных из тела дьяволов. они пришли к выводу, что на самом деле существует не один, а два вида заразных рака – старый dftd, получивший новое имя dft1, и новый подвид dft2, клетки которого были обнаружены в опухолях пяти дьяволов из юго-восточной  части острова. "
